problem_id,track_id,track,module,objective_id,difficulty,problem_type,status,required_reviews
CQAI-00719,T02,Python for AI,NumPy Foundations,T02-M07-O08,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-00720,T02,Python for AI,Python Projects for Data and AI,T02-M08-O08,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-00721,T02,Python for AI,Syntax Variables and Types,T02-M01-O01,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-00722,T02,Python for AI,Conditions Loops and Functions,T02-M02-O01,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00723,T02,Python for AI,Collections and Comprehensions,T02-M03-O01,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00724,T02,Python for AI,Files Exceptions and Modules,T02-M04-O01,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00725,T02,Python for AI,Object-Oriented Python,T02-M05-O01,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00726,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O01,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00727,T02,Python for AI,NumPy Foundations,T02-M07-O01,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00728,T02,Python for AI,Python Projects for Data and AI,T02-M08-O01,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00729,T02,Python for AI,Syntax Variables and Types,T02-M01-O02,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00730,T02,Python for AI,Conditions Loops and Functions,T02-M02-O02,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00731,T02,Python for AI,Collections and Comprehensions,T02-M03-O02,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00732,T02,Python for AI,Files Exceptions and Modules,T02-M04-O02,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00733,T02,Python for AI,Object-Oriented Python,T02-M05-O02,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00734,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O02,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00735,T02,Python for AI,NumPy Foundations,T02-M07-O02,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00736,T02,Python for AI,Python Projects for Data and AI,T02-M08-O02,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00737,T02,Python for AI,Syntax Variables and Types,T02-M01-O03,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00738,T02,Python for AI,Conditions Loops and Functions,T02-M02-O03,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00739,T02,Python for AI,Collections and Comprehensions,T02-M03-O03,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00740,T02,Python for AI,Files Exceptions and Modules,T02-M04-O03,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-00741,T02,Python for AI,Object-Oriented Python,T02-M05-O03,intermediate,code_output,planned,automated+technical+editorial
CQAI-00742,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O03,intermediate,code_output,planned,automated+technical+editorial
CQAI-00743,T02,Python for AI,NumPy Foundations,T02-M07-O03,intermediate,code_output,planned,automated+technical+editorial
CQAI-00744,T02,Python for AI,Python Projects for Data and AI,T02-M08-O03,intermediate,code_output,planned,automated+technical+editorial
CQAI-00745,T02,Python for AI,Syntax Variables and Types,T02-M01-O04,advanced,code_output,planned,automated+technical+editorial
CQAI-00746,T02,Python for AI,Conditions Loops and Functions,T02-M02-O04,advanced,code_output,planned,automated+technical+editorial
CQAI-00747,T02,Python for AI,Collections and Comprehensions,T02-M03-O04,advanced,code_output,planned,automated+technical+editorial
CQAI-00748,T02,Python for AI,Files Exceptions and Modules,T02-M04-O04,advanced,code_output,planned,automated+technical+editorial
CQAI-00749,T02,Python for AI,Object-Oriented Python,T02-M05-O04,advanced,code_output,planned,automated+technical+editorial
CQAI-00750,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O04,advanced,code_output,planned,automated+technical+editorial
CQAI-00751,T02,Python for AI,NumPy Foundations,T02-M07-O04,advanced,code_output,planned,automated+technical+editorial
CQAI-00752,T02,Python for AI,Python Projects for Data and AI,T02-M08-O04,advanced,code_output,planned,automated+technical+editorial
CQAI-00753,T02,Python for AI,Syntax Variables and Types,T02-M01-O05,advanced,code_output,planned,automated+technical+editorial
CQAI-00754,T02,Python for AI,Conditions Loops and Functions,T02-M02-O05,advanced,code_output,planned,automated+technical+editorial
CQAI-00755,T02,Python for AI,Collections and Comprehensions,T02-M03-O05,advanced,code_output,planned,automated+technical+editorial
CQAI-00756,T02,Python for AI,Files Exceptions and Modules,T02-M04-O05,advanced,code_output,planned,automated+technical+editorial
CQAI-00757,T02,Python for AI,Object-Oriented Python,T02-M05-O05,advanced,code_output,planned,automated+technical+editorial
CQAI-00758,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O05,advanced,code_completion,planned,automated+technical+editorial
CQAI-00759,T02,Python for AI,NumPy Foundations,T02-M07-O05,advanced,code_completion,planned,automated+technical+editorial
CQAI-00760,T02,Python for AI,Python Projects for Data and AI,T02-M08-O05,advanced,code_completion,planned,automated+technical+editorial
CQAI-00761,T02,Python for AI,Syntax Variables and Types,T02-M01-O06,advanced,code_completion,planned,automated+technical+editorial
CQAI-00762,T02,Python for AI,Conditions Loops and Functions,T02-M02-O06,advanced,code_completion,planned,automated+technical+editorial
CQAI-00763,T02,Python for AI,Collections and Comprehensions,T02-M03-O06,advanced,code_completion,planned,automated+technical+editorial
CQAI-00764,T02,Python for AI,Files Exceptions and Modules,T02-M04-O06,advanced,code_completion,planned,automated+technical+editorial
CQAI-00765,T02,Python for AI,Object-Oriented Python,T02-M05-O06,advanced,code_completion,planned,automated+technical+editorial
CQAI-00766,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O06,advanced,code_completion,planned,automated+technical+editorial
CQAI-00767,T02,Python for AI,NumPy Foundations,T02-M07-O06,advanced,code_completion,planned,automated+technical+editorial
CQAI-00768,T02,Python for AI,Python Projects for Data and AI,T02-M08-O06,advanced,code_completion,planned,automated+technical+editorial
CQAI-00769,T02,Python for AI,Syntax Variables and Types,T02-M01-O07,advanced,code_completion,planned,automated+technical+editorial
CQAI-00770,T02,Python for AI,Conditions Loops and Functions,T02-M02-O07,advanced,debugging,planned,automated+technical+editorial
CQAI-00771,T02,Python for AI,Collections and Comprehensions,T02-M03-O07,advanced,debugging,planned,automated+technical+editorial
CQAI-00772,T02,Python for AI,Files Exceptions and Modules,T02-M04-O07,advanced,debugging,planned,automated+technical+editorial
CQAI-00773,T02,Python for AI,Object-Oriented Python,T02-M05-O07,advanced,debugging,planned,automated+technical+editorial
CQAI-00774,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O07,advanced,debugging,planned,automated+technical+editorial
CQAI-00775,T02,Python for AI,NumPy Foundations,T02-M07-O07,advanced,debugging,planned,automated+technical+editorial
CQAI-00776,T02,Python for AI,Python Projects for Data and AI,T02-M08-O07,advanced,debugging,planned,automated+technical+editorial
CQAI-00777,T02,Python for AI,Syntax Variables and Types,T02-M01-O08,advanced,debugging,planned,automated+technical+editorial
CQAI-00778,T02,Python for AI,Conditions Loops and Functions,T02-M02-O08,advanced,debugging,planned,automated+technical+editorial
CQAI-00779,T02,Python for AI,Collections and Comprehensions,T02-M03-O08,advanced,debugging,planned,automated+technical+editorial
CQAI-00780,T02,Python for AI,Files Exceptions and Modules,T02-M04-O08,advanced,debugging,planned,automated+technical+editorial
CQAI-00781,T02,Python for AI,Object-Oriented Python,T02-M05-O08,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00782,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O08,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00783,T02,Python for AI,NumPy Foundations,T02-M07-O08,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00784,T02,Python for AI,Python Projects for Data and AI,T02-M08-O08,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00785,T02,Python for AI,Syntax Variables and Types,T02-M01-O01,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00786,T02,Python for AI,Conditions Loops and Functions,T02-M02-O01,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00787,T02,Python for AI,Collections and Comprehensions,T02-M03-O01,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00788,T02,Python for AI,Files Exceptions and Modules,T02-M04-O01,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00789,T02,Python for AI,Object-Oriented Python,T02-M05-O01,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00790,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O01,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00791,T02,Python for AI,NumPy Foundations,T02-M07-O01,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00792,T02,Python for AI,Python Projects for Data and AI,T02-M08-O01,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00793,T02,Python for AI,Syntax Variables and Types,T02-M01-O02,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00794,T02,Python for AI,Conditions Loops and Functions,T02-M02-O02,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00795,T02,Python for AI,Collections and Comprehensions,T02-M03-O02,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00796,T02,Python for AI,Files Exceptions and Modules,T02-M04-O02,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00797,T02,Python for AI,Object-Oriented Python,T02-M05-O02,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00798,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O02,advanced,coding_challenge,planned,automated+technical+editorial
CQAI-00799,T02,Python for AI,NumPy Foundations,T02-M07-O02,expert,coding_challenge,planned,automated+technical+editorial
CQAI-00800,T02,Python for AI,Python Projects for Data and AI,T02-M08-O02,expert,model_analysis,planned,automated+technical+editorial
CQAI-00801,T02,Python for AI,Syntax Variables and Types,T02-M01-O03,expert,model_analysis,planned,automated+technical+editorial
CQAI-00802,T02,Python for AI,Conditions Loops and Functions,T02-M02-O03,expert,model_analysis,planned,automated+technical+editorial
CQAI-00803,T02,Python for AI,Collections and Comprehensions,T02-M03-O03,expert,model_analysis,planned,automated+technical+editorial
CQAI-00804,T02,Python for AI,Files Exceptions and Modules,T02-M04-O03,expert,model_analysis,planned,automated+technical+editorial
CQAI-00805,T02,Python for AI,Object-Oriented Python,T02-M05-O03,expert,model_analysis,planned,automated+technical+editorial
CQAI-00806,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O03,expert,model_analysis,planned,automated+technical+editorial
CQAI-00807,T02,Python for AI,NumPy Foundations,T02-M07-O03,expert,model_analysis,planned,automated+technical+editorial
CQAI-00808,T02,Python for AI,Python Projects for Data and AI,T02-M08-O03,expert,model_analysis,planned,automated+technical+editorial
CQAI-00809,T02,Python for AI,Syntax Variables and Types,T02-M01-O04,expert,model_analysis,planned,automated+technical+editorial
CQAI-00810,T02,Python for AI,Conditions Loops and Functions,T02-M02-O04,expert,mini_project,planned,automated+technical+editorial
CQAI-00811,T02,Python for AI,Collections and Comprehensions,T02-M03-O04,expert,mini_project,planned,automated+technical+editorial
CQAI-00812,T02,Python for AI,Files Exceptions and Modules,T02-M04-O04,novice,mini_project,planned,automated+technical+editorial
CQAI-00813,T02,Python for AI,Object-Oriented Python,T02-M05-O04,novice,mini_project,planned,automated+technical+editorial
CQAI-00814,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O04,novice,mini_project,planned,automated+technical+editorial
CQAI-00815,T02,Python for AI,NumPy Foundations,T02-M07-O04,novice,mini_project,planned,automated+technical+editorial
CQAI-00816,T02,Python for AI,Python Projects for Data and AI,T02-M08-O04,novice,mini_project,planned,automated+technical+editorial
CQAI-00817,T02,Python for AI,Syntax Variables and Types,T02-M01-O05,novice,case_study,planned,automated+technical+editorial
CQAI-00818,T02,Python for AI,Conditions Loops and Functions,T02-M02-O05,novice,case_study,planned,automated+technical+editorial
CQAI-00819,T02,Python for AI,Collections and Comprehensions,T02-M03-O05,novice,case_study,planned,automated+technical+editorial
CQAI-00820,T02,Python for AI,Files Exceptions and Modules,T02-M04-O05,novice,case_study,planned,automated+technical+editorial
CQAI-00821,T02,Python for AI,Object-Oriented Python,T02-M05-O05,novice,capstone_task,planned,automated+technical+editorial
CQAI-00822,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O05,novice,capstone_task,planned,automated+technical+editorial
CQAI-00823,T02,Python for AI,NumPy Foundations,T02-M07-O05,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00824,T02,Python for AI,Python Projects for Data and AI,T02-M08-O05,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00825,T02,Python for AI,Syntax Variables and Types,T02-M01-O06,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00826,T02,Python for AI,Conditions Loops and Functions,T02-M02-O06,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00827,T02,Python for AI,Collections and Comprehensions,T02-M03-O06,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00828,T02,Python for AI,Files Exceptions and Modules,T02-M04-O06,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00829,T02,Python for AI,Object-Oriented Python,T02-M05-O06,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00830,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O06,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00831,T02,Python for AI,NumPy Foundations,T02-M07-O06,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00832,T02,Python for AI,Python Projects for Data and AI,T02-M08-O06,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00833,T02,Python for AI,Syntax Variables and Types,T02-M01-O07,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00834,T02,Python for AI,Conditions Loops and Functions,T02-M02-O07,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00835,T02,Python for AI,Collections and Comprehensions,T02-M03-O07,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00836,T02,Python for AI,Files Exceptions and Modules,T02-M04-O07,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00837,T02,Python for AI,Object-Oriented Python,T02-M05-O07,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00838,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O07,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00839,T02,Python for AI,NumPy Foundations,T02-M07-O07,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00840,T02,Python for AI,Python Projects for Data and AI,T02-M08-O07,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00841,T02,Python for AI,Syntax Variables and Types,T02-M01-O08,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00842,T02,Python for AI,Conditions Loops and Functions,T02-M02-O08,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00843,T02,Python for AI,Collections and Comprehensions,T02-M03-O08,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00844,T02,Python for AI,Files Exceptions and Modules,T02-M04-O08,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00845,T02,Python for AI,Object-Oriented Python,T02-M05-O08,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00846,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O08,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00847,T02,Python for AI,NumPy Foundations,T02-M07-O08,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00848,T02,Python for AI,Python Projects for Data and AI,T02-M08-O08,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00849,T02,Python for AI,Syntax Variables and Types,T02-M01-O01,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00850,T02,Python for AI,Conditions Loops and Functions,T02-M02-O01,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00851,T02,Python for AI,Collections and Comprehensions,T02-M03-O01,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00852,T02,Python for AI,Files Exceptions and Modules,T02-M04-O01,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00853,T02,Python for AI,Object-Oriented Python,T02-M05-O01,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00854,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O01,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00855,T02,Python for AI,NumPy Foundations,T02-M07-O01,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00856,T02,Python for AI,Python Projects for Data and AI,T02-M08-O01,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00857,T02,Python for AI,Syntax Variables and Types,T02-M01-O02,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00858,T02,Python for AI,Conditions Loops and Functions,T02-M02-O02,novice,multiple_choice,planned,automated+technical+editorial
CQAI-00859,T02,Python for AI,Collections and Comprehensions,T02-M03-O02,novice,numeric_response,planned,automated+technical+editorial
CQAI-00860,T02,Python for AI,Files Exceptions and Modules,T02-M04-O02,novice,numeric_response,planned,automated+technical+editorial
CQAI-00861,T02,Python for AI,Object-Oriented Python,T02-M05-O02,novice,numeric_response,planned,automated+technical+editorial
CQAI-00862,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O02,novice,numeric_response,planned,automated+technical+editorial
CQAI-00863,T02,Python for AI,NumPy Foundations,T02-M07-O02,novice,numeric_response,planned,automated+technical+editorial
CQAI-00864,T02,Python for AI,Python Projects for Data and AI,T02-M08-O02,novice,numeric_response,planned,automated+technical+editorial
CQAI-00865,T02,Python for AI,Syntax Variables and Types,T02-M01-O03,novice,numeric_response,planned,automated+technical+editorial
CQAI-00866,T02,Python for AI,Conditions Loops and Functions,T02-M02-O03,novice,numeric_response,planned,automated+technical+editorial
CQAI-00867,T02,Python for AI,Collections and Comprehensions,T02-M03-O03,novice,numeric_response,planned,automated+technical+editorial
CQAI-00868,T02,Python for AI,Files Exceptions and Modules,T02-M04-O03,novice,numeric_response,planned,automated+technical+editorial
CQAI-00869,T02,Python for AI,Object-Oriented Python,T02-M05-O03,novice,numeric_response,planned,automated+technical+editorial
CQAI-00870,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O03,novice,numeric_response,planned,automated+technical+editorial
CQAI-00871,T02,Python for AI,NumPy Foundations,T02-M07-O03,novice,numeric_response,planned,automated+technical+editorial
CQAI-00872,T02,Python for AI,Python Projects for Data and AI,T02-M08-O03,beginner,numeric_response,planned,automated+technical+editorial
CQAI-00873,T02,Python for AI,Syntax Variables and Types,T02-M01-O04,beginner,numeric_response,planned,automated+technical+editorial
CQAI-00874,T02,Python for AI,Conditions Loops and Functions,T02-M02-O04,beginner,numeric_response,planned,automated+technical+editorial
CQAI-00875,T02,Python for AI,Collections and Comprehensions,T02-M03-O04,beginner,numeric_response,planned,automated+technical+editorial
CQAI-00876,T02,Python for AI,Files Exceptions and Modules,T02-M04-O04,beginner,numeric_response,planned,automated+technical+editorial
CQAI-00877,T02,Python for AI,Object-Oriented Python,T02-M05-O04,beginner,numeric_response,planned,automated+technical+editorial
CQAI-00878,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O04,beginner,code_output,planned,automated+technical+editorial
CQAI-00879,T02,Python for AI,NumPy Foundations,T02-M07-O04,beginner,code_output,planned,automated+technical+editorial
CQAI-00880,T02,Python for AI,Python Projects for Data and AI,T02-M08-O04,beginner,code_output,planned,automated+technical+editorial
CQAI-00881,T02,Python for AI,Syntax Variables and Types,T02-M01-O05,beginner,code_output,planned,automated+technical+editorial
CQAI-00882,T02,Python for AI,Conditions Loops and Functions,T02-M02-O05,beginner,code_output,planned,automated+technical+editorial
CQAI-00883,T02,Python for AI,Collections and Comprehensions,T02-M03-O05,beginner,code_output,planned,automated+technical+editorial
CQAI-00884,T02,Python for AI,Files Exceptions and Modules,T02-M04-O05,beginner,code_output,planned,automated+technical+editorial
CQAI-00885,T02,Python for AI,Object-Oriented Python,T02-M05-O05,beginner,code_output,planned,automated+technical+editorial
CQAI-00886,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O05,beginner,code_output,planned,automated+technical+editorial
CQAI-00887,T02,Python for AI,NumPy Foundations,T02-M07-O05,beginner,code_output,planned,automated+technical+editorial
CQAI-00888,T02,Python for AI,Python Projects for Data and AI,T02-M08-O05,beginner,code_output,planned,automated+technical+editorial
CQAI-00889,T02,Python for AI,Syntax Variables and Types,T02-M01-O06,beginner,code_output,planned,automated+technical+editorial
CQAI-00890,T02,Python for AI,Conditions Loops and Functions,T02-M02-O06,beginner,code_output,planned,automated+technical+editorial
CQAI-00891,T02,Python for AI,Collections and Comprehensions,T02-M03-O06,beginner,code_output,planned,automated+technical+editorial
CQAI-00892,T02,Python for AI,Files Exceptions and Modules,T02-M04-O06,beginner,code_output,planned,automated+technical+editorial
CQAI-00893,T02,Python for AI,Object-Oriented Python,T02-M05-O06,beginner,code_output,planned,automated+technical+editorial
CQAI-00894,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O06,beginner,code_output,planned,automated+technical+editorial
CQAI-00895,T02,Python for AI,NumPy Foundations,T02-M07-O06,beginner,code_completion,planned,automated+technical+editorial
CQAI-00896,T02,Python for AI,Python Projects for Data and AI,T02-M08-O06,beginner,code_completion,planned,automated+technical+editorial
CQAI-00897,T02,Python for AI,Syntax Variables and Types,T02-M01-O07,beginner,code_completion,planned,automated+technical+editorial
CQAI-00898,T02,Python for AI,Conditions Loops and Functions,T02-M02-O07,beginner,code_completion,planned,automated+technical+editorial
CQAI-00899,T02,Python for AI,Collections and Comprehensions,T02-M03-O07,beginner,code_completion,planned,automated+technical+editorial
CQAI-00900,T02,Python for AI,Files Exceptions and Modules,T02-M04-O07,beginner,code_completion,planned,automated+technical+editorial
CQAI-00901,T02,Python for AI,Object-Oriented Python,T02-M05-O07,beginner,code_completion,planned,automated+technical+editorial
CQAI-00902,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O07,beginner,code_completion,planned,automated+technical+editorial
CQAI-00903,T02,Python for AI,NumPy Foundations,T02-M07-O07,beginner,code_completion,planned,automated+technical+editorial
CQAI-00904,T02,Python for AI,Python Projects for Data and AI,T02-M08-O07,beginner,code_completion,planned,automated+technical+editorial
CQAI-00905,T02,Python for AI,Syntax Variables and Types,T02-M01-O08,beginner,code_completion,planned,automated+technical+editorial
CQAI-00906,T02,Python for AI,Conditions Loops and Functions,T02-M02-O08,beginner,code_completion,planned,automated+technical+editorial
CQAI-00907,T02,Python for AI,Collections and Comprehensions,T02-M03-O08,beginner,debugging,planned,automated+technical+editorial
CQAI-00908,T02,Python for AI,Files Exceptions and Modules,T02-M04-O08,beginner,debugging,planned,automated+technical+editorial
CQAI-00909,T02,Python for AI,Object-Oriented Python,T02-M05-O08,beginner,debugging,planned,automated+technical+editorial
CQAI-00910,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O08,beginner,debugging,planned,automated+technical+editorial
CQAI-00911,T02,Python for AI,NumPy Foundations,T02-M07-O08,beginner,debugging,planned,automated+technical+editorial
CQAI-00912,T02,Python for AI,Python Projects for Data and AI,T02-M08-O08,beginner,debugging,planned,automated+technical+editorial
CQAI-00913,T02,Python for AI,Syntax Variables and Types,T02-M01-O01,beginner,debugging,planned,automated+technical+editorial
CQAI-00914,T02,Python for AI,Conditions Loops and Functions,T02-M02-O01,beginner,debugging,planned,automated+technical+editorial
CQAI-00915,T02,Python for AI,Collections and Comprehensions,T02-M03-O01,beginner,debugging,planned,automated+technical+editorial
CQAI-00916,T02,Python for AI,Files Exceptions and Modules,T02-M04-O01,beginner,debugging,planned,automated+technical+editorial
CQAI-00917,T02,Python for AI,Object-Oriented Python,T02-M05-O01,beginner,debugging,planned,automated+technical+editorial
CQAI-00918,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O01,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00919,T02,Python for AI,NumPy Foundations,T02-M07-O01,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00920,T02,Python for AI,Python Projects for Data and AI,T02-M08-O01,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00921,T02,Python for AI,Syntax Variables and Types,T02-M01-O02,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00922,T02,Python for AI,Conditions Loops and Functions,T02-M02-O02,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00923,T02,Python for AI,Collections and Comprehensions,T02-M03-O02,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00924,T02,Python for AI,Files Exceptions and Modules,T02-M04-O02,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00925,T02,Python for AI,Object-Oriented Python,T02-M05-O02,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00926,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O02,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00927,T02,Python for AI,NumPy Foundations,T02-M07-O02,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00928,T02,Python for AI,Python Projects for Data and AI,T02-M08-O02,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00929,T02,Python for AI,Syntax Variables and Types,T02-M01-O03,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00930,T02,Python for AI,Conditions Loops and Functions,T02-M02-O03,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00931,T02,Python for AI,Collections and Comprehensions,T02-M03-O03,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00932,T02,Python for AI,Files Exceptions and Modules,T02-M04-O03,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00933,T02,Python for AI,Object-Oriented Python,T02-M05-O03,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-00934,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O03,intermediate,coding_challenge,planned,automated+technical+editorial
CQAI-00935,T02,Python for AI,NumPy Foundations,T02-M07-O03,intermediate,coding_challenge,planned,automated+technical+editorial
CQAI-00936,T02,Python for AI,Python Projects for Data and AI,T02-M08-O03,intermediate,coding_challenge,planned,automated+technical+editorial
CQAI-00937,T02,Python for AI,Syntax Variables and Types,T02-M01-O04,intermediate,model_analysis,planned,automated+technical+editorial
CQAI-00938,T02,Python for AI,Conditions Loops and Functions,T02-M02-O04,intermediate,model_analysis,planned,automated+technical+editorial
CQAI-00939,T02,Python for AI,Collections and Comprehensions,T02-M03-O04,intermediate,model_analysis,planned,automated+technical+editorial
CQAI-00940,T02,Python for AI,Files Exceptions and Modules,T02-M04-O04,intermediate,model_analysis,planned,automated+technical+editorial
CQAI-00941,T02,Python for AI,Object-Oriented Python,T02-M05-O04,intermediate,model_analysis,planned,automated+technical+editorial
CQAI-00942,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O04,intermediate,model_analysis,planned,automated+technical+editorial
CQAI-00943,T02,Python for AI,NumPy Foundations,T02-M07-O04,intermediate,model_analysis,planned,automated+technical+editorial
CQAI-00944,T02,Python for AI,Python Projects for Data and AI,T02-M08-O04,intermediate,model_analysis,planned,automated+technical+editorial
CQAI-00945,T02,Python for AI,Syntax Variables and Types,T02-M01-O05,intermediate,model_analysis,planned,automated+technical+editorial
CQAI-00946,T02,Python for AI,Conditions Loops and Functions,T02-M02-O05,intermediate,model_analysis,planned,automated+technical+editorial
CQAI-00947,T02,Python for AI,Collections and Comprehensions,T02-M03-O05,intermediate,mini_project,planned,automated+technical+editorial
CQAI-00948,T02,Python for AI,Files Exceptions and Modules,T02-M04-O05,intermediate,mini_project,planned,automated+technical+editorial
CQAI-00949,T02,Python for AI,Object-Oriented Python,T02-M05-O05,intermediate,mini_project,planned,automated+technical+editorial
CQAI-00950,T02,Python for AI,Testing Debugging and Complexity,T02-M06-O05,intermediate,mini_project,planned,automated+technical+editorial
CQAI-00951,T02,Python for AI,NumPy Foundations,T02-M07-O05,intermediate,mini_project,planned,automated+technical+editorial
